% Model:              Pt_secm_Bruker_np.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 11 2020, 09:42
% Dimension:          1
% Nodes:              50
% Expressions:        1
% Description:        Point graph
% x                       Height
-8                        0.2154254339311928
-7.836699999999999        0.22102944070492303
-7.673500000000001        0.2266138251429211
-7.510199999999999        0.2322016313851091
-7.346899999999999        0.23778943762729704
-7.1837                   0.2433738220652951
-7.0204                   0.24896162830748303
-6.857099999999998        0.25454943454967105
-6.693899999999998        0.26013381898766913
-6.5306                   0.2657216252298571
-6.3673                   0.27265380578478277
-6.2041                   0.27966002785330796
-6.040799999999998        0.28807797595381746
-5.877599999999999        0.29695709867967596
-5.7143                   0.30584166204445956
-5.551                    0.3142885480736602
-5.3878                   0.32291829345553924
-5.224499999999999        0.33443453405481405
-5.0612                   0.3459507746540887
-4.897999999999999        0.3574599630545887
-4.734699999999999        0.3688628415998877
-4.571399999999999        0.37995628290153144
-4.408199999999999        0.39333885066713087
-4.2449                   0.407666664275597
-4.081599999999999        0.420914014678717
-3.9184                   0.4341532528035742
-3.755099999999999        0.448346614350959
-3.5918                   0.465613676356166
-3.428599999999999        0.4861670164588447
-3.2653                   0.5067329505199194
-3.101999999999999        0.5272988845809943
-2.9387999999999996       0.5478522246836728
-2.7755                   0.5667941154550579
-2.6121999999999996       0.5917083385503251
-2.4489999999999994       0.6172584405300208
-2.2856999999999994       0.5582130320641898
-2.1223999999999994       0.558502732730962
-1.9592                   0.5327459782182427
-1.7959                   0.5196116729829688
-1.6327000000000003       0.509294739491543
-1.4693999999999998       0.5034718697351314
-1.3060999999999998       0.501534063543107
-1.1429                   0.4980852333381327
-0.9796000000000001       0.49180143923605923
-0.8163                   0.48966999244590487
-0.6531                   0.48681758969884603
-0.48980000000000024      0.48581116898290944
-0.3265                   0.4812049614914519
-0.16329999999999995      0.47826202614181457
5.672095628935047E-17     0.47693471615970234
